reach_id,region,old_facc,new_facc,width,old_fwr,new_fwr,reduction,lakeflag
56410700144,OC,860690.0834321632,5040,84.0,10246.310517049562,60.0,170.77184195082603,0
17291500281,AF,483204.1875,2400,48.0,10066.75390625,50.0,201.335078125,0
45241100385,AS,940119.625,6615,94.5,9948.35582010582,70.0,142.11936885865458,0
82270000461,NA,619320.3125,5040,63.0,9830.48115079365,80.0,122.88101438492063,0
48237000171,AS,405768.39674154454,2940,42.0,9661.152303370109,70.0,138.01646147671582,0
48237000161,AS,404704.34901484865,2940,42.0,9635.817833686873,70.0,137.65454048124104,0
48237000141,AS,403608.9031585126,2940,42.0,9609.735789488395,70.0,137.28193984983423,0
17259000141,AF,1440628.625,7500,150.0,9604.190833333334,50.0,192.08381666666668,0
48238100551,AS,402499.502577892,2940,42.0,9583.321489949809,70.0,136.9045927135687,0
31245000491,AS,637461.8125,4690,67.0,9514.35541044776,70.0,135.9193630063966,0
56410500391,OC,868472.98515625,5520,92.0,9439.923751698369,60.0,157.33206252830615,0
34211700321,AS,2415310.25,17990,257.0,9398.094357976654,70.0,134.2584908282379,0
14635000211,AF,338068.875,1800,36.0,9390.802083333334,50.0,187.81604166666668,0
17219700081,AF,2293095.75,12500,250.0,9172.383,50.0,183.44766,0
56410500451,OC,862068.3125,5640,94.0,9170.939494680852,60.0,152.8489915780142,0
32100500925,AS,1829456.9530021923,13989,199.84744262695312,9154.267520036086,69.99839385542042,130.77825098307187,0
31243100141,AS,761213.1992002369,5880,84.0,9062.061895240917,70.0,129.45802707487022,0
14210000655,AF,2023104.0,11162,223.25161743164062,9061.990337514451,49.997398130465015,181.24923848772622,3
48237000181,AS,407760.433633162,3150,45.0,9061.342969625823,70.0,129.44775670894032,0
17291300661,AF,484532.84375,2700,54.0,8972.830439814816,50.0,179.4566087962963,0
17291300571,AF,484532.84375,2700,54.0,8972.830439814816,50.0,179.4566087962963,0
48237000154,AS,403657.7446935085,3150,45.0,8970.172104300189,70.0,128.14531577571697,0
31235000481,AS,2262957.5528634363,18060,258.0,8771.153305672233,70.0,125.30219008103191,0
31247100131,AS,409861.02827612555,3333,47.61760330200195,8607.342660164797,69.99512299813445,122.97060554339201,0
45630500151,AS,718591.9375,5880,84.0,8554.665922619048,70.0,122.20951318027211,0
62237000091,SA,5199791.5,37920,632.0,8227.51819620253,60.0,137.1253032700422,0
13275100181,AF,1392382.75,8500,170.0,8190.486764705883,50.0,163.80973529411764,0
34217700951,AS,2253139.5,19810,283.0,7961.623674911661,70.0,113.73748107016658,0
62294102291,SA,1695281.75,12780,213.0,7959.069248826291,60.0,132.65115414710485,0
45630700141,AS,715305.875,6300,90.0,7947.843055555555,70.0,113.54061507936508,0
31243900291,AS,704031.5625,6370,91.0,7736.610576923077,70.0,110.52300824175825,0
35141301005,AS,324327.0625,2940,42.0,7722.072916666667,70.0,110.31532738095238,3
35141301025,AS,324168.625,2940,42.0,7718.300595238095,70.0,110.26143707482993,3
34251300081,AS,901798.25,8190,117.0,7707.677350427351,70.0,110.10967643467643,0
45630300411,AS,719648.375,6580,94.0,7655.833776595745,70.0,109.36905395136777,0
22710100115,EU,793051.8125,10500,105.0,7552.874404761905,100.0,75.52874404761904,3
62293300171,SA,1783627.5,14264,237.73463439941406,7502.598451866112,59.999671634025724,125.04399186763881,0
31235000441,AS,2263052.0,21746,310.6598815917969,7284.661245617873,69.99938288965798,104.06750666789294,0
56410500474,OC,861002.7055027174,7200,120.0,7175.022545855978,60.0,119.58370909759964,0
13225500081,AF,450924.40625,3150,63.0,7157.530257936508,50.0,143.15060515873017,0
14301002605,AF,2023008.0,14150,283.0,7148.438162544169,50.0,142.9687632508834,3
82213000325,NA,1695565.0,19000,237.5,7139.221052631579,80.0,89.24026315789473,3
56410500481,OC,861278.2935267857,7260,121.0,7118.002425841204,60.0,118.63337376402006,0
31247700041,AS,475907.5625,4690,67.0,7103.097947761194,70.0,101.47282782515991,0
56410500381,OC,869793.5,7380,123.0,7071.491869918699,60.0,117.85819783197832,0
63413000111,SA,555864.3125,4800,80.0,6948.30390625,60.0,115.80506510416667,0
56410500431,OC,863920.6755363037,7650,127.5,6775.848435578852,60.0,112.93080725964754,0
56410500501,OC,862065.5625,7740,129.0,6682.678779069767,60.0,111.37797965116279,0
56410500491,OC,861566.1689149844,7740,129.0,6678.807510968872,60.0,111.31345851614786,0
56410500461,OC,860990.4181385869,7740,129.0,6674.344326655712,60.0,111.23907211092855,0
56410700101,OC,860866.4375,7740,129.0,6673.383236434109,60.0,111.22305394056848,0
56410700111,OC,860680.25,7740,129.0,6671.93992248062,60.0,111.19899870801034,0
14210000705,AF,2022752.25,15345,306.90826416015625,6590.738947793377,49.998653643267176,131.8183284457478,3
82270000441,NA,619503.75,7520,94.0,6590.465425531915,80.0,82.38081781914893,0
31241700421,AS,919707.0625,10086,144.0860595703125,6383.039866887279,69.9998322535716,91.18650232996232,0
56410700161,OC,860776.9284867173,8100,135.0,6376.1253961979055,60.0,106.26875660329843,0
29471000221,EU,426769.125,6700,67.0,6369.688432835821,100.0,63.69688432835821,0
17291500291,AF,483204.1875,3800,76.0,6357.949835526316,50.0,127.15899671052631,0
56410500401,OC,869116.889453125,8280,138.0,6297.948474298007,60.0,104.96580790496678,0
31223000921,AS,2265048.25,25200,360.0,6291.800694444444,70.0,89.88286706349206,0
17291500301,AF,483204.1875,3850,77.0,6275.379058441558,50.0,125.50758116883117,0
13281000111,AF,260721.75,2100,42.0,6207.660714285715,50.0,124.15321428571428,0
31295000891,AS,260313.0,2940,42.0,6197.928571428572,70.0,88.54183673469387,0
48237000231,AS,413551.64421124436,4690,67.0,6172.412600167826,70.0,88.17732285954038,0
31233000641,AS,2365470.0,27049,386.415771484375,6121.566909428409,69.9997308497377,87.45129209952309,0
34100006245,AS,2456228.25,28105,401.5,6117.629514321296,70.0,87.39470734744707,3
48237000191,AS,409054.7343105527,4690,67.0,6105.294541948548,70.0,87.21849345640783,0
17291300581,AF,484490.8652245996,4000,80.0,6056.135815307495,50.0,121.1227163061499,0
44230000831,AS,653999.4375,7560,108.0,6055.550347222223,70.0,86.5078621031746,0
17291300651,AF,484351.31997622625,4000,80.0,6054.391499702828,50.0,121.08782999405656,0
17291300641,AF,484250.4477759009,4000,80.0,6053.130597198761,50.0,121.06261194397523,0
31241100441,AS,1025574.625,11970,171.0,5997.512426900585,70.0,85.67874895572264,0
31241900631,AS,846418.5,9940,142.0,5960.693661971831,70.0,85.15276659959758,0
35139001235,AS,324649.375,3828,54.69644546508789,5935.474823628529,69.986266336875,84.80913662486938,3
14210000775,AF,2021979.5,17100,342.0,5912.220760233919,50.0,118.24441520467836,3
14210000745,AF,2022007.5,17250,345.0,5860.891304347826,50.0,117.21782608695652,3
34211101185,AS,2454567.25,29540,422.0,5816.510071090047,70.0,83.0930010155721,3
56410700131,OC,860687.7746679317,8880,148.0,5815.457936945485,60.0,96.92429894909141,0
17219500091,AF,2341162.75,20150,403.0,5809.336848635236,50.0,116.18673697270471,0
17291300631,AF,484145.06371996994,4200,84.0,5763.631710952023,50.0,115.27263421904046,0
17291500321,AF,483204.1875,4200,84.0,5752.430803571428,50.0,115.04861607142857,0
34211101235,AS,2454609.75,29925,427.5,5741.777192982456,70.0,82.02538847117795,3
14210000765,AF,2021979.5,18000,360.0,5616.609722222222,50.0,112.33219444444444,3
31241900611,AS,849026.0733447488,10640,152.0,5585.697850952295,70.0,79.79568358503279,0
31241900581,AS,849026.0733447488,10640,152.0,5585.697850952295,70.0,79.79568358503279,0
56410500411,OC,864050.1875,9360,156.0,5538.783253205128,60.0,92.31305422008548,0
48237000254,AS,413924.9330858557,5250,75.0,5518.999107811409,70.0,78.84284439730584,0
14279001183,AF,297152.5242275281,2742,54.85785675048828,5416.772397417498,49.983724527765006,108.37072364242454,1
35121100265,AS,226943.44825225516,2940,42.0,5403.415434577504,70.0,77.19164906539291,3
14633000191,AF,364922.96875,3415,68.30317687988281,5342.69393342786,49.997674427436664,106.85884882869692,0
14210000805,AF,2021205.75,18950,379.0,5332.996701846966,50.0,106.65993403693932,3
48237000201,AS,410314.14817723207,5390,77.0,5328.755171132884,70.0,76.12507387332691,0
12291300171,AF,335554.25,3150,63.0,5326.257936507936,50.0,106.52515873015874,0
34211101715,AS,2452266.75,32268,460.9741516113281,5319.748930451174,69.99958650004062,75.99686221643734,0
35170900545,AS,650656.8125,8610,123.0,5289.892784552845,70.0,75.5698969221835,3
14273700081,AF,570483.125,5400,108.0,5282.251157407408,50.0,105.64502314814816,0
31235000341,AS,2264821.863425926,30059,429.4162139892578,5274.188047968264,69.99968566802173,75.34588187983385,0
31241100501,AS,1022523.625,13650,195.0,5243.710897435897,70.0,74.91015567765568,0
48237000221,AS,412473.641760264,5530,79.0,5221.185338737519,70.0,74.58836198196455,0
45243500541,AS,777089.5625,10500,150.0,5180.597083333333,70.0,74.00852976190477,0
35141301075,AS,324125.0,4410,63.0,5144.841269841269,70.0,73.49773242630386,0
48237000211,AS,411420.06007678155,5600,80.0,5142.750750959769,70.0,73.46786787085385,0
56410500441,OC,863972.7130775577,10140,169.0,5112.264574423419,60.0,85.20440957372364,0
14279001321,AF,297157.53125,2957,59.15345001220703,5023.502960329075,49.988631252949524,100.49290877578628,0
82281000121,NA,300422.5,4800,60.0,5007.041666666667,80.0,62.58802083333333,0
