reach_id,region,original_facc,corrected_facc,delta,delta_pct,correction_type
31241200541,AS,600.4743,601.1695,0.6952,0.12,single_upstream
43442100203,AS,214.5442,1620.7873,1406.243,655.46,single_upstream
46217500454,AS,3575.0376,3575.9543,0.9168,0.03,single_upstream
35450402061,AS,3282.4701,3284.9497,2.4796,0.08,single_upstream
43682200433,AS,69.7822,70.2735,0.4914,0.7,single_upstream
43180000021,AS,105.1562,105.598,0.4418,0.42,single_upstream
43428400521,AS,57.8618,58.4037,0.5419,0.94,single_upstream
45243601921,AS,38111.6368,38114.6992,3.0625,0.01,single_upstream
45654300101,AS,126.5398,127.0413,0.5016,0.4,single_upstream
31267700091,AS,114496.6739,114499.4219,2.748,0.0,single_upstream
35414700461,AS,4759.8993,4789.0493,29.15,0.61,single_upstream
45670100101,AS,441.993,442.341,0.348,0.08,single_upstream
35133000185,AS,202.7559,203.1902,0.4342,0.21,single_upstream
49203400471,AS,812.2838,813.4039,1.12,0.14,single_upstream
46130300591,AS,503.2614,503.6432,0.3817,0.08,single_upstream
43140000891,AS,8726.8736,8730.8672,3.9936,0.05,single_upstream
41301500881,AS,748.1935,749.4845,1.291,0.17,single_upstream
35189701853,AS,296.6015,298.8515,2.25,0.76,single_upstream
43499501741,AS,999.7362,2233.1935,1233.4573,123.38,single_upstream
35301207991,AS,191.69,191.9932,0.3032,0.16,single_upstream
33200700691,AS,29.8935,30.0424,0.1489,0.5,single_upstream
44585000611,AS,110.1035,110.772,0.6685,0.61,single_upstream
31251000301,AS,750.3903,751.3654,0.9751,0.13,single_upstream
44105900185,AS,17.5255,17.6125,0.0869,0.5,single_upstream
44570004115,AS,14.6761,19.9076,5.2315,35.65,single_upstream
44303700244,AS,1378.331,1379.9482,1.6172,0.12,single_upstream
45680600501,AS,106.4219,106.8553,0.4334,0.41,single_upstream
35419300241,AS,548.7881,549.5615,0.7734,0.14,single_upstream
41301500933,AS,2803.5577,2806.5669,3.0092,0.11,single_upstream
42217000311,AS,1645.6613,1647.3049,1.6436,0.1,single_upstream
42294000301,AS,15768.2022,15769.7275,1.5254,0.01,single_upstream
45311901225,AS,42.7376,43.1099,0.3724,0.87,single_upstream
35141500501,AS,125.9134,126.6178,0.7043,0.56,single_upstream
43306900091,AS,14743.2603,14784.2285,40.9683,0.28,single_upstream
35189701621,AS,2362.6187,2365.873,3.2543,0.14,single_upstream
45220401291,AS,647.5996,651.2231,3.6235,0.56,single_upstream
45270001501,AS,536.6472,942.0715,405.4244,75.55,single_upstream
32233000251,AS,4673.0757,4674.4824,1.4068,0.03,single_upstream
32221800101,AS,3598.7447,3601.5103,2.7656,0.08,single_upstream
43501000095,AS,1439.7619,1440.1931,0.4312,0.03,single_upstream
33164100173,AS,146.9909,148.7796,1.7887,1.22,single_upstream
35181000151,AS,1565.0153,1566.2935,1.2781,0.08,single_upstream
35196000625,AS,459.0607,460.3588,1.2981,0.28,single_upstream
35184800171,AS,892.744,895.2456,2.5016,0.28,single_upstream
41305700905,AS,734.3185,737.2766,2.9581,0.4,single_upstream
31365000661,AS,109.9189,109.9333,0.0144,0.01,single_upstream
31210200565,AS,113.6826,385.8881,272.2055,239.44,single_upstream
45403303285,AS,524.4718,525.3664,0.8946,0.17,single_upstream
45244301291,AS,380.7204,851.2628,470.5425,123.59,single_upstream
45220501171,AS,1441.3172,1445.3597,4.0425,0.28,single_upstream
47350100011,AS,62669.205,62680.3516,11.1466,0.02,single_upstream
36102400591,AS,44.5869,44.6242,0.0373,0.08,single_upstream
35183000321,AS,1250.3404,1258.2981,7.9577,0.64,single_upstream
43493001463,AS,2995.8647,2995.9502,0.0854,0.0,single_upstream
33184000281,AS,10371.7207,10374.8154,3.0947,0.03,single_upstream
35182100051,AS,619.6769,1340.0889,720.412,116.26,single_upstream
44306800181,AS,273.2006,275.6969,2.4963,0.91,single_upstream
44250000651,AS,55.5637,55.6271,0.0634,0.11,single_upstream
41305500486,AS,627.9298,629.215,1.2852,0.2,single_upstream
45581000245,AS,2213.9125,2214.3608,0.4483,0.02,single_upstream
43482902401,AS,11774.8825,11775.8887,1.0061,0.01,single_upstream
32100301111,AS,188.6926,189.0732,0.3806,0.2,single_upstream
35133000645,AS,821.0222,822.0457,1.0236,0.12,single_upstream
48238500081,AS,16746.8294,16746.9062,0.0768,0.0,single_upstream
43482600493,AS,724.4002,726.5193,2.1191,0.29,single_upstream
45314900293,AS,4516.5524,4516.583,0.0307,0.0,single_upstream
44210000725,AS,140.934,6031.0718,5890.1378,4179.36,single_upstream
45247801391,AS,231.3718,269.3477,37.976,16.41,single_upstream
49120800143,AS,4676.704,4680.5117,3.8077,0.08,single_upstream
43140000573,AS,1865.8358,1870.0646,4.2287,0.23,single_upstream
44106001943,AS,3780.361,3780.3926,0.0316,0.0,single_upstream
31390600131,AS,401.4101,403.5533,2.1432,0.53,single_upstream
49170800103,AS,13445.4951,13511.0859,65.5909,0.49,single_upstream
45220401671,AS,180.3296,181.6369,1.3073,0.72,single_upstream
43486001103,AS,3511.6038,3512.5811,0.9773,0.03,single_upstream
44590000855,AS,63.5854,63.8225,0.2371,0.37,single_upstream
