reach_id,region,original_facc,corrected_facc,delta,delta_pct,correction_type
25260500393,EU,488.9882,490.9016,1.9134,0.39,single_upstream
25260500433,EU,199.9058,204.2429,4.337,2.17,single_upstream
28311200025,EU,133.8765,200.8036,66.9272,49.99,single_upstream
28430800061,EU,478.9988,480.3599,1.361,0.28,single_upstream
28440300161,EU,825.6047,829.4185,3.8137,0.46,single_upstream
25280400661,EU,127.6292,129.4838,1.8546,1.45,single_upstream
25109100085,EU,42.6748,42.8636,0.1888,0.44,single_upstream
24296200031,EU,3584.1719,5864.4956,2280.3237,63.62,single_upstream
22202300251,EU,820.336,932.1964,111.8604,13.64,single_upstream
25102200593,EU,1178.4497,1187.3102,8.8605,0.75,single_upstream
24480600183,EU,4135.1331,4137.5083,2.3752,0.06,single_upstream
23302300205,EU,16.0198,16.0346,0.0148,0.09,single_upstream
23150000185,EU,26.3976,26.4133,0.0156,0.06,single_upstream
21500600313,EU,5324.2808,5325.3408,1.06,0.02,single_upstream
24420200193,EU,2304.5111,2309.1094,4.5983,0.2,single_upstream
25280600134,EU,1322.9871,1325.0794,2.0923,0.16,single_upstream
24420700261,EU,1286.691,1290.1034,3.4124,0.27,single_upstream
26190600401,EU,1581.8492,1582.9578,1.1086,0.07,single_upstream
25106000603,EU,24.833,10313.0225,10288.1895,41429.54,single_upstream
25109300125,EU,25.5608,25.6257,0.0649,0.25,single_upstream
29170600024,EU,103.7282,104.9293,1.2011,1.16,single_upstream
28367500093,EU,40810.9692,40811.2461,0.2769,0.0,single_upstream
28299000375,EU,17.1875,17.207,0.0194,0.11,single_upstream
29461000491,EU,60.942,61.285,0.343,0.56,single_upstream
25109100165,EU,165.4509,166.2127,0.7617,0.46,single_upstream
28299000065,EU,61.435,87.5046,26.0696,42.43,single_upstream
25251600263,EU,307.3076,309.2752,1.9676,0.64,single_upstream
26200102591,EU,67.1494,67.3979,0.2485,0.37,single_upstream
22202900583,EU,86.6137,86.722,0.1083,0.12,single_upstream
24440900383,EU,1704.1355,1704.5128,0.3774,0.02,single_upstream
25258000443,EU,19899.4187,19901.3828,1.9641,0.01,single_upstream
29479000331,EU,97.1756,97.2554,0.0798,0.08,single_upstream
25300100081,EU,661.3513,664.7783,3.427,0.52,single_upstream
24324800543,EU,5254.7202,5256.1289,1.4087,0.03,single_upstream
23160400203,EU,1680.6699,1688.7925,8.1226,0.48,single_upstream
28325500213,EU,249.4231,338.2649,88.8418,35.62,single_upstream
24420800061,EU,1442.8097,1445.1647,2.355,0.16,single_upstream
26190600731,EU,353.6805,355.3932,1.7128,0.48,single_upstream
29440100591,EU,92.9589,93.5028,0.5439,0.59,single_upstream
29471000191,EU,181.9672,182.1677,0.2006,0.11,single_upstream
24270200025,EU,92149.9289,92151.8359,1.9071,0.0,single_upstream
22602900293,EU,13180.9621,13181.0352,0.073,0.0,single_upstream
23400500091,EU,1894.4991,1898.1794,3.6804,0.19,single_upstream
26146800133,EU,43.884,44.8545,0.9706,2.21,single_upstream
28366800051,EU,1146.6397,1148.9332,2.2935,0.2,single_upstream
28420900111,EU,317.32,321.7468,4.4269,1.4,single_upstream
26181000271,EU,29.8605,29.9936,0.133,0.45,single_upstream
