reach_id,region,original_facc,corrected_facc,delta,delta_pct,correction_type
62410300413,SA,288.3518,289.2939,0.9421,0.33,single_upstream
62256200751,SA,2890.299,2890.7324,0.4334,0.01,single_upstream
62221500251,SA,248.2004,248.8165,0.6161,0.25,single_upstream
62284100551,SA,1013.6318,1771.5452,757.9134,74.77,single_upstream
62243200441,SA,10110.7034,10110.9033,0.1999,0.0,single_upstream
61550200971,SA,951.4649,952.1756,0.7107,0.07,single_upstream
61204200041,SA,1797.1332,1815.0052,17.8721,0.99,single_upstream
64187700981,SA,1458.7348,2304.8674,846.1326,58.0,single_upstream
61309001525,SA,59.9894,60.1619,0.1725,0.29,single_upstream
62256201323,SA,18809.3748,18809.4492,0.0745,0.0,single_upstream
61209900563,SA,13106.1858,13106.2168,0.031,0.0,single_upstream
62305000765,SA,280.2489,280.5017,0.2528,0.09,single_upstream
62249200011,SA,1479.027,2617.4368,1138.4098,76.97,single_upstream
64289900363,SA,10264.216,10264.2275,0.0115,0.0,single_upstream
64298001211,SA,23.7225,23.7391,0.0166,0.07,single_upstream
61309001685,SA,237.379,237.7536,0.3746,0.16,single_upstream
65210000291,SA,155.24,156.0709,0.8309,0.54,single_upstream
61209900543,SA,797.7398,799.6912,1.9514,0.24,single_upstream
65290300211,SA,29170.3835,29173.6777,3.2943,0.01,single_upstream
62500700125,SA,350.713,351.3755,0.6625,0.19,single_upstream
62210000175,SA,246.2259,247.3875,1.1616,0.47,single_upstream
63109600081,SA,3669.5929,3670.6821,1.0893,0.03,single_upstream
62410300433,SA,163.4069,164.2551,0.8483,0.52,single_upstream
64247801021,SA,239.5643,239.7668,0.2025,0.08,single_upstream
62309000635,SA,1033.0218,1044.6597,11.6378,1.13,single_upstream
61204200021,SA,78.1234,78.515,0.3916,0.5,single_upstream
62283001141,SA,13716.5244,13716.8408,0.3164,0.0,single_upstream
62299100171,SA,21.7606,21.947,0.1864,0.86,single_upstream
62210000205,SA,294.8672,296.5934,1.7261,0.59,single_upstream
62100100455,SA,20.7264,20.7688,0.0425,0.2,single_upstream
62309000655,SA,578.8529,1029.542,450.689,77.86,single_upstream
61650801511,SA,67.2438,67.7044,0.4606,0.68,single_upstream
62281200261,SA,3240.5443,3240.6116,0.0673,0.0,single_upstream
66190300081,SA,400.1485,401.3331,1.1846,0.3,single_upstream
61585000111,SA,362.2699,362.7521,0.4822,0.13,single_upstream
62297403851,SA,8188.8359,8189.0493,0.2134,0.0,single_upstream
66170000371,SA,162.2279,162.7761,0.5482,0.34,single_upstream
62307001395,SA,335.8904,336.8125,0.9221,0.27,single_upstream
67209600375,SA,8533.6178,8535.5605,1.9427,0.02,single_upstream
66405300761,SA,34.7213,34.7902,0.0688,0.2,single_upstream
62265300193,SA,911.1857,1816.3598,905.174,99.34,single_upstream
64243800271,SA,180.78,181.0812,0.3012,0.17,single_upstream
63530400125,SA,4714.2284,4717.9863,3.7579,0.08,single_upstream
62298301041,SA,3815.5366,3819.4336,3.8969,0.1,single_upstream
65120200184,SA,9599.8023,9609.0889,9.2866,0.1,single_upstream
67208000571,SA,442.8055,444.0956,1.2901,0.29,single_upstream
65322200083,SA,33060.6719,33060.8672,0.1953,0.0,single_upstream
64249800163,SA,9372.4316,9373.0381,0.6065,0.01,single_upstream
64251100381,SA,46.9982,47.6653,0.6671,1.42,single_upstream
61205000171,SA,194.3374,194.4946,0.1571,0.08,single_upstream
62297404211,SA,1690.2113,1920.008,229.7968,13.6,single_upstream
64268000273,SA,216.0637,216.9945,0.9308,0.43,single_upstream
62294102061,SA,107.148,112.9306,5.7827,5.4,single_upstream
61650801333,SA,24.0254,24.4995,0.4742,1.97,single_upstream
65380000621,SA,20.0334,20.1063,0.0728,0.36,single_upstream
62295700101,SA,1827.6041,1426784.625,1424957.0209,77968.58,single_upstream
61205000191,SA,120.985,121.8683,0.8834,0.73,single_upstream
63580900933,SA,424.5853,424.9377,0.3523,0.08,single_upstream
65345000321,SA,479.041,31911.1699,31432.1289,6561.47,single_upstream
62294101751,SA,468.8802,1446.7006,977.8204,208.54,single_upstream
61546000081,SA,97.6385,97.724,0.0855,0.09,single_upstream
63107000075,SA,62.4128,63.1179,0.7051,1.13,single_upstream
62410500523,SA,161.0852,1700.239,1539.1538,955.49,single_upstream
