reach_id,region,original_facc,corrected_facc,delta,delta_pct,correction_type
14301001695,AF,45.007,17.0756,-27.9314,-62.06,cascade_surplus
18150000361,AF,288.8338,157.3452,-131.4885,-45.52,cascade_surplus
14577300385,AF,600.1107,216.9538,-383.1568,-63.85,cascade_surplus
14281000201,AF,27.9719,12.5179,-15.454,-55.25,cascade_surplus
11571800181,AF,565.6201,375.7873,-189.8327,-33.56,cascade_surplus
11720900981,AF,926.6028,528.548,-398.0548,-42.96,cascade_surplus
11720901021,AF,1291.4863,828.1323,-463.354,-35.88,cascade_surplus
11720900791,AF,547.5572,273.1872,-274.37,-50.11,cascade_surplus
11736300071,AF,29487.4492,4273.0471,-25214.4021,-85.51,cascade_surplus
11736300051,AF,42.884,28.1644,-14.7196,-34.32,cascade_surplus
11744200631,AF,3282.2822,655.0599,-2627.2223,-80.04,cascade_surplus
11744200521,AF,540.8171,286.0198,-254.7973,-47.11,cascade_surplus
11780200021,AF,4938.9158,3261.3701,-1677.5457,-33.97,cascade_surplus
12100000045,AF,123.7048,34.0906,-89.6143,-72.44,cascade_surplus
12100000125,AF,32.3863,18.5363,-13.85,-42.76,cascade_surplus
12234000111,AF,3557.9778,1747.2637,-1810.714,-50.89,cascade_surplus
12235000101,AF,1889.8696,566.1751,-1323.6945,-70.04,cascade_surplus
12291700021,AF,508.3556,336.0066,-172.3489,-33.9,cascade_surplus
12291900191,AF,212.6438,14.7751,-197.8687,-93.05,cascade_surplus
12499000703,AF,3050.4358,1607.0881,-1443.3477,-47.32,cascade_surplus
12520600223,AF,171.508,94.1655,-77.3425,-45.1,cascade_surplus
18197600271,AF,344.7399,208.8237,-135.9162,-39.43,cascade_surplus
18199300111,AF,299.0647,139.6747,-159.39,-53.3,cascade_surplus
12780300283,AF,29.7774,18.4067,-11.3707,-38.19,cascade_surplus
13140000241,AF,13675.7167,7951.5635,-5724.1532,-41.86,cascade_surplus
18170400441,AF,258.1481,102.7351,-155.4131,-60.2,cascade_surplus
14278100011,AF,78.6066,12.8101,-65.7965,-83.7,cascade_surplus
13224201851,AF,7339.0269,4606.5267,-2732.5001,-37.23,cascade_surplus
13224400671,AF,22104.8047,5036.4269,-17068.3777,-77.22,cascade_surplus
13225100191,AF,458136.875,165.4605,-457971.4145,-99.96,bifurc_surplus
13225100231,AF,301.5744,18.2054,-283.369,-93.96,bifurc_surplus
13226500421,AF,374.2212,213.6457,-160.5755,-42.91,cascade_surplus
13261100081,AF,497.1127,39.2203,-457.8925,-92.11,cascade_surplus
13261100101,AF,9815.8185,5387.2897,-4428.5288,-45.12,cascade_surplus
18150000601,AF,144.8123,80.9688,-63.8435,-44.09,cascade_surplus
15301000071,AF,343.4816,101.723,-241.7586,-70.38,cascade_surplus
17249400211,AF,423.2059,155.4612,-267.7447,-63.27,cascade_surplus
14580200011,AF,11933.4922,6034.5273,-5898.9649,-49.43,cascade_surplus
13272900561,AF,3329.033,2115.0198,-1214.0133,-36.47,cascade_surplus
13279400601,AF,3099.8965,1664.6494,-1435.2471,-46.3,cascade_surplus
13279600841,AF,1771.0011,890.349,-880.6521,-49.73,cascade_surplus
13294900404,AF,336.2395,113.8072,-222.4323,-66.15,cascade_surplus
18140400081,AF,395.1227,210.4906,-184.6321,-46.73,cascade_surplus
14632000171,AF,33.0411,16.6241,-16.417,-49.69,cascade_surplus
13320600011,AF,17836.2578,3204.3218,-14631.936,-82.03,cascade_surplus
13330200431,AF,5160.6755,3059.9211,-2100.7543,-40.71,cascade_surplus
13330800325,AF,42.0608,18.9505,-23.1103,-54.94,cascade_surplus
13330900055,AF,92.3334,53.6339,-38.6995,-41.91,cascade_surplus
13365000191,AF,3937.2168,1968.1166,-1969.1002,-50.01,cascade_surplus
13368000011,AF,10361.5605,5089.8089,-5271.7517,-50.88,cascade_surplus
13370400265,AF,11734.1699,99.057,-11635.1129,-99.16,cascade_surplus
13370700175,AF,1565.3116,841.1181,-724.1936,-46.27,bifurc_surplus
13380100195,AF,269.9892,20.2977,-249.6915,-92.48,cascade_surplus
13380100165,AF,129.0071,33.6865,-95.3207,-73.89,cascade_surplus
14100001275,AF,352.6174,36.2063,-316.4111,-89.73,cascade_surplus
14100001735,AF,2664.511,2674.6479,10.1369,0.38,junction_floor_p3
14100002065,AF,5059.1553,2674.6479,-2384.5074,-47.13,junction_floor_p3
14100000895,AF,264.1933,119.1018,-145.0916,-54.92,cascade_surplus
14100001955,AF,161.8895,82.3186,-79.5709,-49.15,cascade_surplus
14100000875,AF,68.045,27.9257,-40.1193,-58.96,cascade_surplus
14100001975,AF,171.7976,18.8494,-152.9482,-89.03,cascade_surplus
14100002025,AF,39.3742,15.8895,-23.4847,-59.64,cascade_surplus
14100000335,AF,33.5877,17.563,-16.0247,-47.71,cascade_surplus
14100000975,AF,31.59,12.103,-19.487,-61.69,cascade_surplus
14210000635,AF,30.1309,13.3038,-16.8271,-55.85,cascade_surplus
14222000551,AF,772.008,488.1391,-283.8689,-36.77,cascade_surplus
14223000491,AF,613.9494,393.4251,-220.5243,-35.92,cascade_surplus
14226000271,AF,314.2264,150.2583,-163.9681,-52.18,cascade_surplus
14227500031,AF,8387.7908,866.7082,-7521.0826,-89.67,cascade_surplus
14227800101,AF,471.1124,310.9616,-160.1508,-33.99,cascade_surplus
18150000095,AF,42.2372,22.9171,-19.32,-45.74,cascade_surplus
14228900023,AF,15186.6833,631.334,-14555.3493,-95.84,cascade_surplus
14229800131,AF,467.856,209.3613,-258.4946,-55.25,cascade_surplus
14229900111,AF,394.126,248.1469,-145.9791,-37.04,cascade_surplus
14229900231,AF,602.2774,328.7544,-273.523,-45.41,cascade_surplus
14234200311,AF,4145.1782,446.3208,-3698.8574,-89.23,cascade_surplus
14234800471,AF,330.7049,181.42,-149.2848,-45.14,cascade_surplus
14239300163,AF,7316.4763,2205.055,-5111.4214,-69.86,cascade_surplus
14239300141,AF,14574.4626,890.5787,-13683.8839,-93.89,cascade_surplus
14239400031,AF,13375.0535,640.3511,-12734.7024,-95.21,cascade_surplus
14244000551,AF,167.7463,65.8377,-101.9086,-60.75,cascade_surplus
14244000431,AF,198.1386,123.4419,-74.6967,-37.7,cascade_surplus
14244000391,AF,197.125,89.7287,-107.3964,-54.48,cascade_surplus
14246600391,AF,263.0006,88.7785,-174.2221,-66.24,cascade_surplus
14246600271,AF,567.4564,74.205,-493.2514,-86.92,cascade_surplus
14246700181,AF,374.3503,213.3414,-161.0089,-43.01,cascade_surplus
14246700231,AF,192.0098,113.1586,-78.8512,-41.07,cascade_surplus
18160700181,AF,581.7161,336.3898,-245.3263,-42.17,cascade_surplus
18170200611,AF,127.6431,82.1158,-45.5273,-35.67,cascade_surplus
18170200651,AF,130.976,54.9277,-76.0483,-58.06,cascade_surplus
18170300211,AF,282.41,148.6211,-133.7889,-47.37,cascade_surplus
14579300115,AF,95.5653,50.7721,-44.7932,-46.87,cascade_surplus
18192000301,AF,199.3364,59.3696,-139.9669,-70.22,cascade_surplus
14577700525,AF,56.4743,11.8563,-44.618,-79.01,cascade_surplus
18170600411,AF,727.6831,387.832,-339.8511,-46.7,cascade_surplus
14299000213,AF,10801.9276,513.9152,-10288.0124,-95.24,cascade_surplus
17287000191,AF,63.2677,37.7871,-25.4806,-40.27,cascade_surplus
17288100021,AF,59.1875,18.7088,-40.4788,-68.39,cascade_surplus
18170800661,AF,1485.5455,827.4153,-658.1303,-44.3,cascade_surplus
18160400111,AF,154.894,102.5059,-52.388,-33.82,cascade_surplus
18160400171,AF,354.9069,212.8241,-142.0828,-40.03,cascade_surplus
18170200631,AF,66.44,32.143,-34.297,-51.62,cascade_surplus
14560500293,AF,138.6735,39.0801,-99.5934,-71.82,cascade_surplus
18170400351,AF,226.5818,145.7031,-80.8787,-35.7,cascade_surplus
18180900221,AF,2408.4883,1139.9768,-1268.5115,-52.67,cascade_surplus
14577500245,AF,99.1789,35.4288,-63.7502,-64.28,cascade_surplus
14577700555,AF,40.951,17.8923,-23.0587,-56.31,cascade_surplus
14301002155,AF,93.5451,25.633,-67.9121,-72.6,cascade_surplus
14301000885,AF,57.9899,28.8008,-29.1891,-50.33,cascade_surplus
14631000191,AF,431.87,214.6202,-217.2498,-50.3,cascade_surplus
17270300041,AF,1935.8105,1257.0744,-678.7361,-35.06,cascade_surplus
